Date,Close,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia 1M (%),Forward Premia 3M (%),Forward Premia 6M (%),Reverse Repo Rate (%),MSF Rate (%),Bank Rate (%),Base Rate (%),91-Day T-Bill (%),182-Day T-Bill (%),364-Day T-Bill (%),10Y G-Sec Yield (%),CRR (%),SLR (%),Repo Rate (%),FX Reserves (US$ Million),Close_Lag_1,Close_Lag_2,SMA_7,SMA_30,Volatility_7
2017-11-13,0.6087183503001825,0.5831828733556874,0.5865359814289399,0.6054830287206268,0.43%,0.45173823938324553,0.08086808318246529,0.5979670788284863,0.5934102017268967,0.45606367743805554,0.7022405163151352,0.7605457183896236,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1812,6.2532,0.5948687350835327,0.6666666666666665,1.0,0.8000000000000003,0.023064128225120717,0.6063612235130313,0.6040034812880768,0.6019746121297602,0.5879689727577895,0.07148422988027175
2017-11-14,0.6267293134951708,0.6110394635027083,0.6110394635027083,0.6268929503916449,1.04%,0.4952587593134211,0.133606218484774,0.6042630661616117,0.5956618412023118,0.45606367743805554,0.7022405163151352,0.7605457183896236,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1812,6.2532,0.5948687350835327,0.6666666666666665,1.0,0.8000000000000003,0.023064128225120717,0.6087978070747944,0.6064403829416887,0.606450399623883,0.5899639715963174,0.13547092320160986
2017-11-15,0.6220308013573479,0.6030435904049523,0.6030435904049523,0.6221932114882509,-0.27%,0.40283921940107836,0.1413613462549146,0.6091178032479887,0.5973787163023159,0.45606367743805554,0.7022405163151352,0.7605457183896236,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1812,6.2532,0.5948687350835327,0.6666666666666665,1.0,0.8000000000000003,0.023064128225120717,0.6268111212635425,0.6088772845953003,0.6104748472026329,0.5918132170950443,0.14106429618080416
2017-11-16,0.637170451579222,0.607944286819706,0.614650502966211,0.6305483028720629,0.87%,0.4830756743426161,0.17899356352319035,0.6151482971425546,0.5996585012711739,0.45606367743805554,0.7022405163151352,0.7605457183896236,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1812,6.2532,0.5948687350835327,0.6666666666666665,1.0,0.8000000000000003,0.023064128225120717,0.6221119958229997,0.6268929503916449,0.6167183826986364,0.594054174694487,0.16595089605036034
2017-11-17,0.6382145653876272,0.6058808356977046,0.6156822285272119,0.6284595300261098,0.06%,0.42599266135438413,0.1838485350185042,0.6215580672641368,0.6017975587728184,0.457259470923564,0.6860621890854128,0.7559286552942246,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1821,6.2872,0.6343760654619843,0.6666666666666665,1.0,0.8000000000000003,0.02383265543734603,0.6372536222425271,0.6221932114882509,0.6220216267042782,0.596413556882518,0.1770940737471693
2017-11-20,0.6136778908901068,0.5955635800876968,0.5955635800876968,0.6138381201044387,-1.40%,0.323416172832208,0.14601108650214517,0.62444056749214,0.6031485424580676,0.457259470923564,0.6860621890854128,0.7559286552942246,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1821,6.2872,0.6343760654619843,0.6666666666666665,1.0,0.8000000000000003,0.02383265543734603,0.6219379541400165,0.6302001740644041,0.6287541137752704,0.6017791017039475,0.10614906898081686
2017-11-21,0.617593317671626,0.5942739231364458,0.5953056486974464,0.6167101827676242,0.23%,0.43772623909633657,0.1153285608297525,0.6267920805775304,0.6047246900908583,0.457259470923564,0.6860621890854128,0.7559286552942246,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1821,6.2872,0.6343760654619843,0.6666666666666665,1.0,0.8000000000000003,0.02383265543734603,0.613757995039812,0.6220191470844214,0.6274377056887637,0.60341882677671,0.11513358814856856
2017-11-22,0.6303837118245887,0.6112973948929585,0.6112973948929585,0.6305483028720629,0.74%,0.4737003888521249,0.09393763898532335,0.6299400742440933,0.6067417838814027,0.457259470923564,0.6860621890854128,0.7559286552942246,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1821,6.2872,0.6343760654619843,0.6666666666666665,1.0,0.8000000000000003,0.02383265543734603,0.6176739329069312,0.6138381201044387,0.6286412787964268,0.6053682776965503,0.11478927203691977
2017-11-23,0.6267293134951708,0.6164560226979623,0.6164560226979623,0.6268929503916449,-0.21%,0.40708435607558424,0.09393763898532335,0.6299400742440933,0.6085618592178481,0.457259470923564,0.6860621890854128,0.7559286552942246,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.1821,6.2872,0.6343760654619843,0.6666666666666665,1.0,0.8000000000000003,0.02383265543734603,0.6304659966061872,0.6177545691906006,0.6271368124118475,0.6071993040278023,0.10078337171583915
2017-11-24,0.6246410858783606,0.6100077379417075,0.6100077379417075,0.6248041775456921,-0.12%,0.4133749168853228,0.09215389144151337,0.6303193507366032,0.6105038982653939,0.43573518818441237,0.6253934619739541,0.7236092136264305,0.8275862068965516,0.7999999999999998,0.7999999999999998,0.9189189189189189,6.1081,6.2026,6.2872,0.6300289805659736,0.6666666666666665,1.0,0.8000000000000003,0.027694792396951273,0.6268111212635425,0.6305483028720629,0.6251810061118948,0.6089027961867279,0.07390893189310885
