Date,Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),Standing Deposit Facility (SDF) Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
14-06-2019,4.31,4.43,4.38,5.5,6,6,8.95,5.9428,6.1173,6.1288,6.9852,4,19,5.75,-,422200.1
07-06-2019,3.98,4.07,4.13,5.5,6,6,8.95,6.0668,6.1812,6.1853,7.0401,4,19,5.75,-,423553.9
31-05-2019,3.95,3.95,3.93,5.75,6.25,6.25,8.95,6.1908,6.2665,6.2985,7.0706,4,19,6,-,421867.8
24-05-2019,4.14,4.19,4.17,5.75,6.25,6.25,8.95,6.3563,6.3946,6.4119,7.2681,4,19,6,-,419992.1
17-05-2019,4.62,4.45,4.39,5.75,6.25,6.25,8.95,6.3977,6.4587,6.4686,7.4087,4,19,6,-,417998.2
10-05-2019,4.63,4.4,4.26,5.75,6.25,6.25,8.95,6.4805,6.5014,6.5369,7.4582,4,19,6,-,420055.3
03-05-2019,4.85,4.62,4.45,5.75,6.25,6.25,8.95,6.4391,6.5014,6.5141,7.4299,4,19,6,-,418687.2
26-04-2019,4.83,4.51,4.28,5.75,6.25,6.25,8.95,6.3977,6.48,6.5027,7.4409,4,19,6,-,418515.3
19-04-2019,5.01,4.58,4.28,5.75,6.25,6.25,8.95,6.3149,6.4159,6.4459,7.4483,4,19,6,-,414147.2
12-04-2019,5.37,4.88,4.53,5.75,6.25,6.25,8.95,6.2735,6.3092,6.3892,7.4278,4,19.25,6,-,414886.4
05-04-2019,4.86,4.51,4.16,5.75,6.25,6.25,8.95,6.2322,6.2879,6.3098,7.3673,4,19.25,6,-,413781.2
29-03-2019,6.071882,4.799678,4.163577,6,6.5,6.5,8.95,6.3149,6.3519,6.3892,7.3391,4,19.25,6.25,-,411905
22-03-2019,4.98,4.25,3.87,6,6.5,6.5,8.95,6.3149,6.3732,6.4232,7.5,4,19.25,6.25,-,406667.5
15-03-2019,5.11,4.16,3.84,6,6.5,6.5,8.95,6.3563,6.4373,6.4914,7.5,4,19.25,6.25,-,405638.4
08-03-2019,4.79,4.51,4.21,6,6.5,6.5,8.95,6.3977,6.4587,6.5141,7.3582,4,19.25,6.25,-,402035.5
01-03-2019,5.16,4.57,4.26,6,6.5,6.5,8.95,6.3977,6.48,6.5482,7.371,4,19.25,6.25,-,401776.7
22-02-2019,4.13,4.38,4.16,6,6.5,6.5,8.95,6.3977,6.4587,6.5255,7.4218,4,19.25,6.25,-,399217.2
15-02-2019,4.21,4.32,4.18,6,6.5,6.5,8.95,6.3977,6.4159,6.5141,7.5771,4,19.25,6.25,-,398272.5
08-02-2019,3.7,4.15,4.07,6,6.5,6.5,8.95,6.5634,6.6725,6.7763,7.3432,4,19.25,6.25,-,398122.3
01-02-2019,3.8,4.22,4.08,6.25,6.75,6.75,8.95,6.5634,6.694,6.7763,7.3827,4,19.25,6.5,-,400241.6
25-01-2019,4.05,4.22,4.11,6.25,6.75,6.75,8.95,6.6048,6.7368,6.8221,7.3457,4,19.25,6.5,-,398178.4
18-01-2019,4.22,4.19,4.13,6.25,6.75,6.75,8.95,6.6462,6.7368,6.8335,7.3225,4,19.25,6.5,-,396680.5
11-01-2019,4.09,4.06,4.06,6.25,6.75,6.75,8.95,6.6462,6.7797,6.8793,7.2729,4,19.25,6.5,-,397351.5
04-01-2019,4.12,4.06,4.09,6.25,6.75,6.75,8.95,6.6462,6.8011,6.9137,7.4483,4,19.5,6.5,-,396084.6
28-12-2018,4.37,3.97,4.09,6.25,6.75,6.75,8.95,6.6462,6.844,6.9366,7.405,4,19.5,6.5,-,393404.3
21-12-2018,4.45,3.94,4.11,6.25,6.75,6.75,8.95,6.6048,6.8654,6.971,7.2645,4,19.5,6.5,-,393287.9
14-12-2018,4.18,3.9,4.04,6.25,6.75,6.75,8.95,6.6877,6.9513,7.0398,7.4117,4,19.5,6.5,-,393120.7
07-12-2018,4.08,3.94,4.11,6.25,6.75,6.75,8.95,6.7292,7.0157,7.1548,7.4122,4,19.5,6.5,-,393734.6
30-11-2018,4.31,4.02,4.13,6.25,6.75,6.75,8.95,6.7706,7.0587,7.2239,7.6401,4,19.5,6.5,-,393718
23-11-2018,4.38,4.05,4.13,6.25,6.75,6.75,8.95,6.8121,7.1017,7.27,7.7743,4,19.5,6.5,-,392785.2
16-11-2018,4.26,4.01,4.12,6.25,6.75,6.75,8.85,6.8951,7.1662,7.3277,7.8537,4,19.5,6.5,-,393580.2
09-11-2018,4.12,4.01,4.07,6.25,6.75,6.75,8.85,6.9366,7.2308,7.4202,7.8131,4,19.5,6.5,-,393011.3
02-11-2018,4.28,4.17,4.18,6.25,6.75,6.75,8.85,6.9366,7.2308,7.478,7.8419,4,19.5,6.5,-,393132.5
26-10-2018,4.58,4.36,4.33,6.25,6.75,6.75,8.85,6.9366,7.2092,7.4665,7.8441,4,19.5,6.5,-,392078.7
19-10-2018,5.23,4.49,4.36,6.25,6.75,6.75,8.85,6.9366,7.2308,7.5012,7.8806,4,19.5,6.5,-,393523.5
12-10-2018,4.88,4.55,4.39,6.25,6.75,6.75,8.85,6.9366,7.2954,7.5824,7.959,4,19.5,6.5,-,394465.5
05-10-2018,4.73,4.59,4.4,6.25,6.75,6.75,8.85,7.1443,7.4462,7.7683,8.0157,4,19.5,6.5,-,399609.3
28-09-2018,4.96,4.58,4.36,6.25,6.75,6.75,8.85,7.1858,7.4247,7.7334,8.0007,4,19.5,6.5,-,400525.1
21-09-2018,4.68,4.68,4.45,6.25,6.75,6.75,8.85,7.0612,7.3384,7.6636,8.026,4,19.5,6.5,-,401790.3
14-09-2018,4.85,4.65,4.48,6.25,6.75,6.75,8.85,6.9781,7.2738,7.6752,8.0732,4,19.5,6.5,-,400489.6
07-09-2018,4.51,4.42,4.27,6.25,6.75,6.75,8.85,6.8536,7.1232,7.5244,7.9764,4,19.5,6.5,-,399282.4
31-08-2018,4.4,4.34,4.22,6.25,6.75,6.75,8.75,6.8121,7.0157,7.3277,7.9517,4,19.5,6.5,-,400101.9
24-08-2018,4.62,4.45,4.38,6.25,6.75,6.75,8.75,6.8121,7.0157,7.3162,7.8556,4,19.5,6.5,-,401293.3
17-08-2018,4.44,4.56,4.27,6.25,6.75,6.75,8.75,6.7706,6.9942,7.3046,7.8488,4,19.5,6.5,-,400847.9
10-08-2018,4.52,4.35,4.35,6.25,6.75,6.75,8.75,6.6877,6.9727,7.2816,7.7379,4,19.5,6.5,-,400881.1
03-08-2018,4.54,4.54,4.42,6.25,6.75,6.75,8.75,6.7292,6.9513,7.27,7.7289,4,19.5,6.5,-,402703.4
27-07-2018,4.37,4.37,4.4,6,6.5,6.5,8.75,6.6877,6.9727,7.27,7.7507,4,19.5,6.25,-,404192.5
20-07-2018,4.18,4.3,4.3,6,6.5,6.5,8.75,6.5219,6.9298,7.2124,7.7825,4,19.5,6.25,-,405143.4
13-07-2018,4.74,4.39,4.36,6,6.5,6.5,8.75,6.5219,6.9298,7.2009,7.7988,4,19.5,6.25,-,405075.7
06-07-2018,4.36,4.38,4.38,6,6.5,6.5,8.75,6.4805,6.9083,7.1663,7.8705,4,19.5,6.25,-,405810.2
29-06-2018,4.46,4.37,4.39,6,6.5,6.5,8.7,6.5219,6.8869,7.1318,7.9821,4,19.5,6.25,-,406058.4
22-06-2018,4.07,4.28,4.31,6,6.5,6.5,8.7,6.4805,6.8869,7.0973,7.9188,4,19.5,6.25,-,407815.6
15-06-2018,4.15,4.24,4.3,6,6.5,6.5,8.7,6.5219,6.8869,7.0858,7.8891,4,19.5,6.25,-,410070.1
08-06-2018,4.09,4.24,4.27,6,6.5,6.5,8.7,6.5219,6.8225,6.9939,7.947,4,19.5,6.25,-,413109.9
01-06-2018,4.11,4.17,4.15,5.75,6.25,6.25,8.7,6.3977,6.8011,6.9251,7.9417,4,19.5,6,-,412230.4
25-05-2018,4.13,4.01,4.04,5.75,6.25,6.25,8.7,6.3977,6.8011,6.948,7.95,4,19.5,6,-,412824.1
18-05-2018,4.06,3.97,4.05,5.75,6.25,6.25,8.7,6.3149,6.6297,6.8449,7.8858,4,19.5,6,-,415053.8
11-05-2018,4.28,4.11,4.08,5.75,6.25,6.25,8.7,6.2735,6.48,6.6736,7.7892,4,19.5,6,-,417702.7
04-05-2018,4.13,3.95,3.95,5.75,6.25,6.25,8.7,6.2322,6.4159,6.6166,7.7593,4,19.5,6,-,418940
27-04-2018,4.22,3.89,3.97,5.75,6.25,6.25,8.7,6.1908,6.4159,6.628,7.7969,4,19.5,6,-,420366.3
20-04-2018,4.18,4.15,4.12,5.75,6.25,6.25,8.7,6.1081,6.3092,6.5141,7.7338,4,19.5,6,-,423582.8
13-04-2018,4.23,4.05,3.97,5.75,6.25,6.25,8.7,6.1081,6.3092,6.4914,7.4566,4,19.5,6,-,426082.4
06-04-2018,4.34,4.15,4.06,5.75,6.25,6.25,8.7,6.1081,6.3092,6.4914,7.2042,4,19.5,6,-,424864.7
30-03-2018,4.61,4.37,4.21,5.75,6.25,6.25,8.65,6.1081,6.3305,6.4914,7.4216,4,19.5,6,-,424361.1
23-03-2018,5.71,4.58,4.15,5.75,6.25,6.25,8.65,6.1495,6.3305,6.5369,7.5871,4,19.5,6,-,422532.5
16-03-2018,5.36,4.69,4.3,5.75,6.25,6.25,8.65,6.2322,6.4373,6.5938,7.5838,4,19.5,6,-,421334.9
09-03-2018,5.07,4.55,4.19,5.75,6.25,6.25,8.65,6.3149,6.5014,6.6622,7.6876,4,19.5,6,-,421487.3
02-03-2018,4.69,4.32,3.99,5.75,6.25,6.25,8.65,6.3563,6.5014,6.6622,7.7602,4,19.5,6,-,420758.4
23-02-2018,4.26,4.5,4.13,5.75,6.25,6.25,8.65,6.3563,6.48,6.6394,7.6404,4,19.5,6,-,420590.6
16-02-2018,4.32,4.76,4.52,5.75,6.25,6.25,8.65,6.36,6.48,6.58,7.56,4,19.5,6,-,421720.7
09-02-2018,4.47,4.85,4.6,5.75,6.25,6.25,8.65,6.3977,6.5,6.58,7.54,4,19.5,6,-,419760.3
02-02-2018,4.4,4.93,4.65,5.75,6.25,6.25,8.65,6.3977,6.5014,6.5824,7.5447,4,19.5,6,-,421914.9
26-01-2018,4.16,4.57,4.5,5.75,6.25,6.25,8.65,6.3977,6.4587,6.5482,7.2736,4,19.5,6,-,417789.2
19-01-2018,4.33,4.61,4.47,5.75,6.25,6.25,8.65,6.3563,6.4373,6.5482,7.2642,4,19.5,6,-,414784.5
12-01-2018,4.34,4.6,4.5,5.75,6.25,6.25,8.65,6.3149,6.3946,6.5255,7.2621,4,19.5,6,-,413825.4
05-01-2018,4.17,4.42,4.46,5.75,6.25,6.25,8.65,6.2735,6.3519,6.4914,7.079,4,19.5,6,-,411124.9
29-12-2017,4.32,4.44,4.47,5.75,6.25,6.25,8.85,6.1908,6.3305,6.4232,7.4903,4,19.5,6,-,409366.6
22-12-2017,3.84,4,4.31,5.75,6.25,6.25,8.85,6.1908,6.3304,6.4005,7.4462,4,19.5,6,-,404921.8
15-12-2017,3.84,4.09,4.46,5.75,6.25,6.25,8.85,6.1495,6.3092,6.3551,7.2915,4,19.5,6,-,401385.8
08-12-2017,3.72,3.94,4.39,5.75,6.25,6.25,8.85,6.1495,6.2665,6.2532,7.2749,4,19.5,6,-,400897.6
01-12-2017,4.28,4.1,4.52,5.75,6.25,6.25,8.85,6.1495,6.2452,6.2758,7.2509,4,19.5,6,-,401942
24-11-2017,4.26,4.08,4.39,5.75,6.25,6.25,8.95,6.1081,6.2026,6.2872,7.2051,4,19.5,6,-,400741.8
17-11-2017,4.44,4.38,4.53,5.75,6.25,6.25,8.95,6.1081,6.1821,6.2872,7.2153,4,19.5,6,-,399533.7
10-11-2017,4.43,4.46,4.55,5.75,6.25,6.25,8.95,6.1081,6.1812,6.2532,7.1226,4,19.5,6,-,399293.3
03-11-2017,4.46,4.46,4.52,5.75,6.25,6.25,8.95,6.1081,6.1812,6.25,7.12,4,19.5,6,-,398739.1
27-10-2017,4.52,4.36,4.36,5.75,6.25,6.25,8.95,6.1081,6.1812,6.2192,7,4,19.5,6,-,398761.3
20-10-2017,4.61,4.3,4.36,5.75,6.25,6.25,8.95,6.1081,6.1812,6.2192,6.9454,4,19.5,6,-,399921
13-10-2017,4.62,4.31,4.33,5.75,6.25,6.25,8.95,6.0668,6.1812,6.2192,6.9071,4,20,6,-,400296.8
